Song Title,Movie/Album,Composer,Language,Lyrics
Kulichaa Kuthaalam-Duet,Duet,A.R. Rahman,Tamil (English Script),"Kulicha Kuthalam Kumbitta Paramasivan
Kudicha Neermoru Pudicha Neethandi
Sokkupodi Meenatchi Sokkanathan Naanthandee
Sokkupodi Meenatchi Sokkanathan Naanthandee

Kulicha Kuthalam Kumbitta Paramasivan
Kudicha Neermoru Pudicha Neethandi
Sokkupodi Meenatchi Sokkanathan Naanthandee
Sokkupodi Meenatchi Sokkanathan Naanthandee

Kulathukku Thamarapoo Gummikku Kumariponnu
Veetukku Murunga Maram Veyilukku Veppa Maram
Kulathukku Thamarapoo Gummikku Kumariponnu
Veetukku Murunga Maram Veyilukku Veppa Maram
Koozhukku Moar Molaga Kulurukku Sudu Soru
Nadicha Engappan Anacha Neethandi

Sokkupodi Meenatchi Sokkanathan Naanthandee
Sokkupodi Meenatchi Sokkanathan Naanthandee
Kulicha Kuthalam Kumbitta Paramasivan
Kudicha Neermoru Pudicha Neethanyaa
Sokkupodi Meenatchi Sokkanathan Naanthandee
Šøkkupødi Meenatchi Šøkkanathan Naanthandee

Thamizhukku Then Mathura Dhavanikki Pavada
Mattuku Paruthi Vetha Manaivikku Malligapøø
Thamizhukku Then Mathura Dhavanikki Pavada
Mattuku Paruthi Vetha Manaivikku Malligapøø
Širipukku NŠP Šinthanaikku Valluvaru
Innathukku Innathunnu Èzhuthivacha Pøruthamithu

Šøkkupødi Meenatchi Šøkkanathan Naanthandee
Šøkkupødi Meenatchi Šøkkanathan Naanthandee
Kulicha Kuthalam Kumbitta Paramasivan
Kudicha Neermøru Pudicha Neethanyaa
Šøkkupødi Meenatchi Šøkkanathan Naanthandee
Šøkkupødi Meenatchi Šøkkanathan Naanthandee

(added by Arun Kumaran M - 9626055324)"
Mettuppodu Mettuppodu,Duet,A.R. Rahman,Tamil (English Script),"Aaya kalaigal
Arubathinaanginaiyum
Yeya unarvikkum ennammai
Thooya uru palingu pol
Vaazh en ullathinullae
Iruppal ingu vaaraadhu idar
Padiga niramum
Pavala chevvaiyum
Kadigamazh poonthaamarai
Por kaiyum
Thudiyidaiyum
Allum pagalum anavaradhamum
Thudhithaal kallum solaatho kavi...
Thaananaa thaana naanaa
Thannan naanaa
Thara thaana naana thaana naana
Thannan naanaa
Thangamae thamizhukkillai
Thattuppaadu
Oru sarakkirukkudhu
Murukkirukkudhu mettuppodu
Ethanai sabaigal kandom
Ethanai ethanai pagaiyum kandom
Athanaiyum soodam kaatti
Chuttu podu
Mettuppodu mettuppodu
En thaai kodutha
Thamizhukkillai thattuppaadu
Mettuppodu mettuppodu
Ada kadalukkundu
Karpanaikkillai kattuppaadu
Thangamae thamizhukkillai
Thattuppaadu
Oru sarakkirukkudhu
Murukkirukkudhu mettuppodu
Ethanai sabaigal kandom
Ethanai ethanai pagaiyum kandom
Athanaiyum soodam kaatti
Chuttu podu
Mettuppodu mettuppodu
En thaai kodutha
Thamizhukkillai thattuppaadu
Mettuppodu mettuppodu
Ada kadalukkundu
Karpanaikkillai kattuppaadu
Ithu makkal paattu
Thanmaana paattu
Ithu poraadum ungal
Vaazhkai paattu
Kalloori pengal paadum
Kanni paattu
Sabaigalai vendruvarum
Sabadham pottu
Naam kattum paattu
Eeram thattum paattu
Katti chendhaenaai
Nenjil sottum paattu
Thaai paalaippol
Rathathil ottum paattu
Thamizh makkal veettai
Sendru thattum paattu
Mettuppodu mettuppodu
En thaai kodutha
Thamizhukkillai thattuppaadu
Mettuppodu mettuppodu
Ada kadalukkundu
Karpanaikkillai kattuppaadu
Ini kanneer vendaam
Oru kavithai seiga
Engal gaanangal kettu
Kaadhal seiga
Nam mannukkum vinnukkum
Paalam seiga
Nalam pera vendum endraal
Nanmai seiga
Nam boomi melae
Puthu paarvai kolga
Nam iyarkai mel innum
Ichai kolga
Konjam nilavukku neram vaithu
Thookkam kolga
Paaraikul verai polae
Vetri kolga
Mettuppodu mettuppodu
En thaai kodutha
Thamizhukkillai thattuppaadu
Mettuppodu mettuppodu
Ada kadalukkundu
Karpanaikkillai kattuppaadu
Thangamae thamizhukkillai
Thattuppaadu
Oru sarakkirukkudhu
Murukkirukkudhu mettuppodu
Ethanai sabaigal kandom
Ethanai ethanai pagaiyum kandom
Athanaiyum soodam kaatti
Chuttu podu
Mettuppodu mettuppodu
En thaai kodutha
Thamizhukkillai thattuppaadu
Mettuppodu mettuppodu
Ada kadalukkundu
Karpanaikkillai kattuppaadu"
Minnalae,May Madham,A.R. Rahman,Tamil (English Script),"Minnale Nee Vanthathenadi
En Kannile Oru Kaayamennadi
En Vaanile Nee Maraindhupona Maayam Ennadi
Sila Nazhighai Nee Vanthu Ponathum
En Maaligai Athu Venthu Ponathe
Minnale En Vaanam Unnai Theduthe

Minnale Nee Vandhadhenadi
En Kannile Oru Kaayamennadi
En Vaanile Nee Maraindhupona Maayam Ennadi
Sila Nazhighai Nee Vanthu Ponathum
En Maaligai Athu Venthu Ponathe
Minnale En Vaanam Unnai Theduthe

Kan Vizhiththup Paarththapodhu Kalaindha Vanname – Un
Kairegai Onru Mattum Ninaivuchchinname
Kan Vizhiththup Paarththapodhu Kalaindha Vanname – Un
Kairegai Onru Mattum Ninaivuchchinname
Kadharik Kadhari Enadhu Ullam Udaindhu Ponadhae – Ingu
Sidharippona Sillil Ellaam Unadhu Bimbame
Kanneeril Theevalarththuk Kaaththirukkiraen – Un
Kaaladiththadaththil Naan Pooththirukkiren

Minnale Nee Vandhadhenadi
En Kannile Oru Kaayamennadi
En Vaanile Nee Maraindhupona Maayam Ennadi
Sila Nazhighai Nee Vanthu Ponathum
En Maaligai Athu Venthu Ponathe
Minnale En Vaanam Unnai Theduthe

Paalmazhaikku Kaaththirukkum Boomi Illaiyaa – Oru
Pandigaikku Kaaththirukkum Saami Illaiyaa
Paalmazhaikku Kaaththirukkum Boomi Illaiyaa – Oru
Pandigaikku Kaaththirukkum Saami Illaiyaa
Vaarththai Varak Kaaththirukkum Kavignan Illaiyaa – Naan
Kaaththirundhaal Kaadhal Innum Meelumillaiyaa
Kanneeril Theevalarththuk Kaaththirukkiren – Un
Kaaladiththadaththil Naan Pooththirukkiren

Minnale Nee Vandhadhenadi
En Kannile Oru Kaayamennadi
En Vaanile Nee Maraindhupona Maayam Ennadi
Sila Nazhighai Nee Vanthu Ponathum
En Maaligai Athu Venthu Ponathe
Minnale En Vaanam Unnai Theduthe"
Urvasi,Kadhalan,A.R. Rahman,Tamil (English Script),"Oorvasi oorvasi take it easy oorvasi
Oosi Pola odambi iruntha thevaliye pharmacy
Oorvasi oorvasi take it easy oorvasi
Oosi Pola odambi iruntha thevaliye pharmacy

Vazhkaiyay vellave (take it easy oorvasi)
Vannavil vazhkaiyil (vaalibam oru fantasy)

Oorvasi oorvasi take it easy oorvasi
Oosi Pola odambi iruntha thevaliye pharmacy

Pesadi rathiye rathiye
Thamizhil vaarthaigal moondru laksham
Neeyadi gadhiye gadhiye
Rendu solladi kuraintha paksham

Vazhkaiyay vellave (take it easy oorvasi)
Vannavil vazhkaiyil (vaalibam oru fantasy)

Oliyum oliyum current pona
Take it easy policy
Olunga padichum faila pona
Take it easy policy
Thanda sorunu appan sona
Take it easy policy
Vazhuka thalaiyan tirupati pona
Take it easy policy

Oorvasi oorvasi take it easy oorvasi
Oosi Pola odambi iruntha thevaliye pharmacy

Keladi rathiye rathiye
Odambil narambugal aaru laksham
Teriuma saghiye saghiye
Kadhal narambu entha pakkam

Vazhkaiyay vellave (take it easy oorvasi)
Vannavil vazhkaiyil (vaalibam oru fantasy)

Kandathum kadhal vazhiyadhu
Kangalal ratham vazhiyadhu
Poonayil seivam kidaiyaathu
Aangalil raman kidaiyaathu

Puratchigal ethum seiyaamal
Pengalukku nanmai vilayathu
Kannaki silaithan engku undu
Seethaikku thaniya selai ethu

Film kati ponu pakalana take it easy policy
Pakathu seatlu Patti ukanatha take it easy policy
Pandigai thedhi sundayil vantha take it easy policy
Aludha kaadhal annanu sona take it easy policy

Oorvasi oorvasi take it easy oorvasi
Oosi Pola odambi iruntha thevaliye pharmacy
Vazhkaiyay vellave (take it easy oorvasi)
Vannavil vazhkaiyil (vaalibam oru fantasy)

Pagalile color gal paramal
Irutile kanadhithu ena payan
Sundadhiram mattum illaamal
Soragme irunthum ena payan
Figurgal yaarum ilamai
Vaguppugal irunthum ena payan
Irubadhu vayathil aalamal
Aaruvathil aadi ena payan"
Enavalae,Kadhalan,A.R. Rahman,Tamil (English Script),"Mmm mmm mmm mmm mmm mmm mmm
Ennavalae adi ennavalae
Endhan idhayathai tholaithu vitten
Endha idam adhu tholaintha idam
Andha idathaiyum maranthu vitten
Undhan kaal kolusil
Adhu tholainthadhendru
Undhan kaaladi thedi vanthen
Kaadhal endraal perum avasthaiyendru
Unnai kandathum kandu konden
Endhan kazhuthu varai indru kaadhal vanthu
Iru kanvizhi pithungi nindren
Ennavalae adi ennavalae
Endhan idhayathai tholaithu vitten
Vaai mozhiyum enthan thaai mozhiyum
Indru vasapada villaiyadi
Vayitrukum thondaikum uruvamilla
Oru urundayum uruzhuthadi
Kaathirunthaal ethir paarthirunthaal
Oru nimisamum varusamadi
Kangal ellam ennai paarpathupol
Oru kalakamum thondruthadi
Idhu sorgamaa
Naragamaa solladi ullapadi
Naan vaazhvathum vidaikondu
Povathum un vaarthaiyil ullathadi
Ennavalae adi ennavalae
Endhan idhayathai tholaithu vitten
Gokilamae nee kural koduthaal
Unnai kumbitu kan adipen
Gopuramae unnai saaithukondu
Undhan koonthalil meen pidipen
Vennilavae unnai thoonkavaika
Undhan viraluku sodukedupen
Varudavarum poongaatraiyellam
Konjam vadikatti anupivaipen
En kaadhalin thevaiyai
Kaadhukul odhivaipen
Un kaaladi ezhuthiya kolangal
Puthu kavithaigal endruraipen

Ennavalae adi ennavalae
Endhan idhayathai tholaithu vitten"
Kollaiyile Thennai,Kadhalan,A.R. Rahman,Tamil (English Script),"Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Marakilaiyil thottil katta
Maaman Avan mettu katta
Aranmanaiya vittu vandha
Alli raani kan urangu

Marakilaiyil thottil katta
Maaman Avan mettu katta
Aranmanaiya vittu vandha
Alli raani kan urangu

Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Hmmmm Hmmm
Hmmmm Hmmm"
Kollayile Thennai,Kadhalan,A.R. Rahman,Tamil (English Script),"Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Marakilaiyil thottil katta
Maaman Avan mettu katta
Aranmanaiya vittu vandha
Alli raani kan urangu

Marakilaiyil thottil katta
Maaman Avan mettu katta
Aranmanaiya vittu vandha
Alli raani kan urangu

Kollayila thennai vaithu
Kuruthola petti senju
Seeni potu nee thinga
Sellamai pirandhavalo

Hmmmm Hmmm
Hmmmm Hmmm"
Thoda Thoda Malarndhadhenna,Indira,A.R. Rahman,Tamil (English Script),"Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna
Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna

Male: Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna
Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna

Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna

Whistling: ...

Male: Antha ila vayathil
Aatrangarai manalil
Kaaladi thadam pathithom
Yaar azhithaar

Female: Nanthavana karaiyil
Nattu vaitha chediyil
Mottu vitta muthar poovai
Yaar parithaar

Male: Kaadhalar theendaatha
Pookkalil thaenillai
Female: Idaiveli thaandaadhae
En vasam naan illai

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaidhadhenna

Female: Paarvaigal puthithu
Sparisangal puthithu
Narambugal pinna pinna nadukkamenna

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaindhadhenna

Male: Panithanil kulitha
Paalmalar kaana
Irubathu vasanthangal
Vizhi valarthen

Female: Pasithavan amutham
Parugida thaanae
Pathinezhu vasanthangal
Ithazh valarthen

Male: Ilai moodum malaraaga
Ithayathai maraikkaadhae
Female: Malar kollum kaatraaga
Ithayathai ulukkaadhae

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaindhadhenna

Male: Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna
Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna

Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna"
"Thoda Thoda Malarndhadhenna (From ""Indira"")",Indira,A.R. Rahman,Tamil (English Script),"Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna
Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna

Male: Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna
Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna

Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna

Whistling: ...

Male: Antha ila vayathil
Aatrangarai manalil
Kaaladi thadam pathithom
Yaar azhithaar

Female: Nanthavana karaiyil
Nattu vaitha chediyil
Mottu vitta muthar poovai
Yaar parithaar

Male: Kaadhalar theendaatha
Pookkalil thaenillai
Female: Idaiveli thaandaadhae
En vasam naan illai

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaidhadhenna

Female: Paarvaigal puthithu
Sparisangal puthithu
Narambugal pinna pinna nadukkamenna

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaindhadhenna

Male: Panithanil kulitha
Paalmalar kaana
Irubathu vasanthangal
Vizhi valarthen

Female: Pasithavan amutham
Parugida thaanae
Pathinezhu vasanthangal
Ithazh valarthen

Male: Ilai moodum malaraaga
Ithayathai maraikkaadhae
Female: Malar kollum kaatraaga
Ithayathai ulukkaadhae

Female: Thoda thoda
Malarndhadhenna poovae
Chuda chuda nanaindhadhenna

Male: Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna
Paarvaigal puthithaa
Sparisangal puthithaa
Mazhai vara bhoomi maruppadhenna

Male: Thoda thoda
Malarndhadhenna poovae
Thottavanai maranthadhenna"
No Problem,Love Birds,A.R. Rahman,Tamil (English Script),"No problem...
All the people sitting far good India just bowl out.
No Problem rude boy greeting with respect Namaste Sastriakal, Salaam alekum & vanakam 2 all Tamil masses, live & direct straight from answell to Madras...
U hear?
Yeah
Hoo hoo hoooo!

""...""suno take back no chat.
Piche hoke dekho coming home free of talk.
Inna Madras where we did make a stop.
Vanakam apache with the people in my chat.

If u ""..."" see say, No Problem.
If you touch on Radio say, No Problem.
Say u know about Your history, No Problem.
Say u big in society, No Problem.
Everybody come together & send off ""..."".
Woof up with me in the same direction.
Indian we're born & that we boost stronger.
Come from Madras or over England.
Sabhash we've all the appreciation.
Balle balle good vibes from around.
Reach to the top in your profession,
When u succeed do it as an Indian.

If u come from Madras say, No Problem.
Say the Bombay party (?) say, No Problem.
And you from Hyderabad say, No Problem.
Say the Ajmer (?) party (?) say, No Problem.

All we are Indian & we'll be proud of it.
Go through your life with an incentive,
Work together & be supportive,
Few we future most constructive,
Have not to learn what we have not to give,
Apache Indian has the right motive,
Itellgo (?) where we tell the massive,
Chal bohana ranga be supportive...

Be a bipi & your bapa, No Problem.
Be a chachi & your chacha, No Problem.
Be the Rani & the Raja, No Problem.
Be a machi & your macha, No Problem.
No Problem

No Problem

Remember the teaching of Gandhi,
Non-violence & one unity.
Come on the gang & only pass see.
Makes me a mark in the society.
On the Radio & in the movie.
Adhi Raja annadhi Rani.
Inna Madras or Bombay city,
Don't brood hard when u follow what I say.

Pooche [anni naani] heirs say.
If u proud of your land say.
Say the women under man say, No Problem.
When u set off a bomb say.

Ah from the Bombay party say, No Problem.
Say the Madras party say, No Problem.
Say u in Hyderabad say, No Problem.
And u in a Cochin say, No Problem.

And the say balle balle say, No Problem.
And a shabha shaba say, No Problem.
Oh chak de phatte say, No Problem.
Wanna Kummapache say, No Problem.

Big respect to all the masses Who want to Live & direct outta England your Apache Indian link up across the sea on part of A.R.Rahman live, Rahman Live & direct outta Madras,
U hear?
hey ulagamellaam engal thamizh paatu
ada nilavu saayndhaada enna rate
western engalukku viLaiyaattu - no problem
no problem no problem
unnai saelai katta sonna - no problem no problem
unnai side vara sonna - no problem no problem
naan shave panna vandha - no problem no problem
naan vaetti katti alaincha - no problem no problem
kizhakku ulagathai annaalil
indha maerku ulagangal aandanavae
indru kizhakku maerkaaga maariyadhae no problem
oru vidhaikkul emmai vaithaalum
miga viraivil veliyaeri varuvoamae
oru vishwaroobangl kokvoamae no problem
no problem no problem (3)
naan unnai vida perusu - no problem no problem
naan unnai vida siRusu - no problem no problem
naan iravukku pudhusu - no problem no problem
no problem no problem"
"No Problem (From ""Love Birds"")",Love Birds,A.R. Rahman,Tamil (English Script),"Female: No problem
Female: No problem
No problem
No problem

Male: All the people sitting far good
India just bowl out
No problem rude boy
Greeting with respect
Namastae sasnikar salaam malekum and
Vanakam to all tamil masses
Live and direct straight from

Male: To madras
U hear
Yeah
Hoo hoo hoooo

Male: Suno take back no chat
Piche hoke dekho
Coming home free of talk

Male: Inna madras where we did make a stop
Wanna kummapache with the people in my chat

Male: If u see say
Female: No problem
Male: If you touch on radio say
Female: No problem

Male: Say u know about your history
Female: No problem
Male: Say u big in society
Female: No problem

Male: Everybody come together and send off
Woof up with me in the same direction
Indian we are born and that we boost stronger
Come from madras or over england
Male: Sabhash we have all the appreciation
Balle balle good vibes from around
Reach to the top in your profession
When u succeed do it as an indian

Male: If u come from madras say
Female: No problem
Male: Say the bombay party say
Female: No problem

Male: And you from hyderabad say
Female: No problem
Male: Say the ajmer party say
Female: No problem

Male: All we are indian and we all be proud of it
Go through your life with an incentive
Work together and be supportive
Few we future most constructive

Male: Have not to learn what we have not to give
Apache indian has the right motive
Itellgo where we tell the massive
Chal bohana ranga be supportive

Male: Be a bipi and your bapa
Female: No problem
Male: Be a chachi and your chacha
Female: No problem

Male: Be the rani and the raja
Female: No problem
Male: Be a machi and your macha
Female: No problem

Male: Remember the teaching of gandhi
Non violence and one unity
Come on the gang and only pass see
Makes me a mark in the society

Male: On the radio and in the movie
Adhi raja annadhi rani
Inna madras or bombay city
Don't brood hard when u follow what i say

Male: Pooche [anni naani] heirs say
If u proud of your land say
Say the women under man say
Female: No problem
Male: When u set off a bomb say

Male: Ah from the bombay party say
Female: No problem
Male: Say the madras party say
Female: No problem

Male: Say u in hyderabad say
Female: No problem
Male: And u in a cochin say
Female: No problem

Male: And the say balle balle say
Female: No problem
Male: And a shabha shaba say
Female: No problem

Male: Oh chak de phatte say
Female: No problem
Male: Wanna kummapache say
Female: No problem

Male: Big respect to all the masses
Who want to live & direct outta england
Your apache indian link up across
The sea on part of a r rahman
Live rahman live and direct outta madras
U hear

Male: No problem no problem
No problem no problem

Male: {Hey ulagamellaam engal thamizh paattu
Ada nilavu saaindhaada enna rattu
Western engalukku vilaiyaattu no problem} (2)

Female: No problem no problem
No problem no problem

Male: Unnai selai katta sonna
Female: No problem no problem.
Male: Unnai side vara sonna
Female: No problem no problem
Male: Naan shave panna marandha
Female: No problem no problem
Male: Naan vetti katti alaincha
Female: No problem no problem

Male: Kizhakku ulagathai annaalil
Indha merku ulagangal aandanavae
Indru kizhakku merkaaga maariyadhae
No problem

Male: Oru vidhaikkul emmai vaithaalum
Miga viraivil veliyeri varuvoamae
Vishwaroobangal kolvoamae
No problem

Male: No problem no problem
No problem no problem

Female: No problem no problem
Male: Naan unnai vida perusu
Female: No problem no problem
Male: Naan unnai vida sirusu
Female: No problem no problem
Male: Naan iravukku pudhusu
Female: No problem no problem

Female: No problem
No problem
No problem
No problem"
Samba Samba,Love Birds,A.R. Rahman,Tamil (English Script),"shanthi shanthi
om shanthi Orae
shanthi shanthi
om shanthi Orae

samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re
samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re

oh shanthi
om shanthi
naan paadaatta
santhOsham
en desam
naan aadatta
ammani
ammani
un paNaththukkum
unakkum
ta ta ta ta

oh shanthi
om shanthi
naan paadaatta
santhOsham
en desam
naan aadatta
ammani
ammani
un paNaththukkum
unakkum
ta ta ta ta

samba samba
ga sa ri ri
samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re

en isai kaettaal
nagakannum vizhikkum
en tamil kaettaal
thandavaaLam thuLirkkum
iyarkkai azhaginil
enakkOru mayakkam
seyarkkai kOLgaLil
en pugazh maNakkum
makkaLae
makkaLae
neengaL thaan ninaiththaal
ethuvum nadakkum

samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re
samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re

shanti shanthi...
dik dik thaaraa
dikki dikki thai
dikki shanthi om
thai
dik dik thaaraa
dikki dikki thai
dikki shanthi om...

shanthi shanthi
shanthi shanthi

singaara kuyilgaL
sruthi solla veNdum
sangeetha kaattril
jathi solla veNdum
vaNNa malargaLin
vaazhthukkaL veNdum
vangaala kadalum
kai thatta veNdum
viNmeengaL
amaikkaathO
veN nilaavil enkkOru
rasigar mandram

samba lamba
am gonna make you scary
big fat ruby lups
hard to carry
is it ever gonna
ever gonna
feel so wiery
street and not be
stones and fairies
the feline
the bow and the pisces and the aries
in a gonna
in a gonna
in a gonna fiery
caught up in the middle
caught up in the meantime
caught up in the middle
of a nameless world
had you stop
squeeze stop
whole bunch
crash town girl
you've got one big problem

samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re
samba samba
oh lamba Orae
ga sa ri ri
ga ga pa ga re

oh shanthi
om shanthi
naan paadaatta
santhOsham
en desam
naan aadatta
ammani
ammani
un paNaththukkum
unakkum
ta ta ta ta

samba lamba
am gonna make you scary
big fat ruby lups
hard to carry
is it ever gonna
ever gonna
feel so wiery
street and not be
stones and fairies
the feline
the bow and the pisces and the aries
in a gonna
in a gonna
in a gonna fiery
caught up in the middle
caught up in the meantime
caught up in the middle
of a nameless world
had you stop
squeeze stop
whole bunch
crash town girl
you've got one big problem"
No Problem - Love Birds,Love Birds,A.R. Rahman,Tamil (English Script),"Hey ulagamellaam engal thamizh paattu
Ada nilavu saaindhaada enna rate'tu
Western engalukku vilaiyaattu 'no problem'

No problem no problem
Unnai selai katta sonna
No problem no problem

unnai side vara sonna - no problem no problem
naan shave paNNa vandha - no problem no problem
naan vaetti katti alaincha - no problem no problem

kizhakku ulagathai annaaLil
indha maeRku ulagangaL aaNdanavae
indru kizhakku maeRkaaga maaRiyadhae no problem

oru vidhaikkuL emmai vaithaalum
miga viraivil veLiyaeRi varuvoamae
oru vishwaroobangaL koLvoamae no problem

no problem no problem (3)
naan unnai vida perusu - no problem no problem
naan unnai vida siRusu - no problem no problem
naan iravukku pudhusu - no problem no problem

no problem no problem..."
Kalluri Salai,Kadhal Desam,A.R. Rahman,Tamil (English Script),"Aaaa aaaaa
Aaaa aaaa aaaa aaaa

Inbaththai karuvaakkinaal penn
Inbaththai karuvaakkinaal penn
Ulagaththil manithanai uruvaakkinaal penn
Ulagaththil manithanai uruvaakkinaal penn

Vinnavarkum mannavarkkum
Vilayatra selvam penn
Vilayatra selvam penn

Hey pasiyai marandhom
Pennai kandu
Kavalai marandhom
Pennai kandu
Kavidhai varaindhom
Pennai kandu – hoi

Ka ka ka ka ka
Kalluri saalai
Kalluri saalai
Ka ka ka kalluri saalai
Kalluri saalai
Ka ka ka kalluri saalai
Kalluri saalai

Ka ka ka kalluri saalai eeee heiiii
Um hey um hey um hey

Ummm
Kaalai mudhal maaalai varai
Saalai engum kaadhal mazhai
Kashmir roja thottam
Catwalk ingae kaatttum
Ennaaalum fashion show
Kalluri saalai

Yo kalloori saalai
Hotter than a summer day
Bus stop
Tea shop
In the middle of the non stop
Cutie beauty and
As sweet as candy

Am mad
Am bad
Am a romeo baby
I love you lady
Dont judge my mind

I am a never goin with the
Girl your beautiful
Jasmine daisy
Roja sunshine
Forget me not girl
So crazy

Kangal silicon graphics
Girls vanthaalae jam aagum traffic
V-channel choice-il
Un dolby voice-il

Lightning kannangal laser
Enthan love matter sollaatha pager
Naan kaadhal computer
Needhaanae software

Cellular phone-ai pola
Neengal irunthaal
Baggi pant packet kulla
Naangal vaithukkolvom

Contact lens-ai pola
Neengal irunthaal
Kannukkul compact aaga
Naangal vaithukolvom

Azhagaana penn
Endrum oru inspiration
Munneralaam kandaaal
Engal generation

Kalluri chaalai engum
Kaadhal thozhirchaalai thaanae

Dating kaaga daily college
Gate-inil kaathiruppom
OK endraal san francisco
Disco poi varuvom

Boys and girls
Rock and roll aadiyae
Kondaadum saalai inba saalai
Everyday love season
New fashion
Naam vaazhum desam
Kaadhal desam thaan

Ka ka ka ka ka kalluri saalai
Ka kalluri saalai"
Mustafa Muastafa,Kadhal Desam,A.R. Rahman,Tamil (English Script),"Oo.yeah... Friendship (2)
Friendship is what we're looking for

Mustafaa mustafaa
Don't Worry mustafaa
kaalam nee nestham mustafaa...
mustafaa mustafaa
Don't Worry mustafaa
kalam ni nestam mustafaa...
Day-by-day day-by-day kalam odilo day-by-day
payaninche shippey friendship raa... ... || Musthafaa ||

Oo.yeah... Friendship (2)
june poyi july pudithe Senior ki Junior ki
College Campus lone raging aarambham
Student manaso nandanavanam malleluntaai mulluvuntaai
snehaniki raging kooda chestundoy saayam
vadiponidi snehamokkate ...veediponidi needa okkate...
haddantu lenelenidhi friendship okkate
kashtamocchinaa nashtamocchinaa... maariponidi friendu okkade
College sneham yepudu antam kaanide
Oo... Ooo.Oooo...
Oo Oo.Oooo

Mustafaa mustafaa
don't Worry mustafaa
kaalam nee nestham mustafaa...
day-by-day day-by-day kaalam odilo day-by-day
payaninche shippe friendship raa... ... || Musthafaa ||

Ekkadekkadi chitti guvvalu yaadanuncho goruvankalu
College kampas lone natyam chesene
kannepillala konte navvulu kurra manasula kowgilintalu
College Compound ante kodaikaanaale
Course mugise rojuvaraku tullipadina kurra yedalo
kanneere vundadanta devude saakshi
snehitulni veedipoye rojumaatram kanti nindaa
kanneeti todenanta farewell party
OOo... Ooo.Oooo...
Oo Oo.Oooo.

Mustafaa mustafaa
don't Worry mustafaa
kaalam nee nestham mustafaa...
day-by-day day-by-day kaalam odilo day-by-day
payaninche shippe Friendship raa..."
